# ID,Label
1448,1
1449,7
1450,4
1451,4
1452,2
1453,3
1454,2
1455,3
1456,4
1457,5
1458,5
1459,3
1460,5
1461,7
1462,8
1463,1
1464,6
1465,6
1466,7
1467,3
1468,5
1469,7
1470,5
1471,2
1472,6
1473,1
1474,8
1475,1
1476,2
1477,6
1478,2
1479,7
1480,2
1481,6
1482,2
1483,6
1484,3
1485,2
1486,3
1487,1
1488,8
1489,1
1490,7
1491,1
1492,2
1493,2
1494,1
1495,7
1496,2
1497,8
1498,1
1499,2
1500,8
1501,7
1502,8
1503,2
1504,5
1505,6
1506,6
1507,2
1508,1
1509,4
1510,7
1511,5
1512,1
1513,3
1514,8
1515,2
1516,6
1517,6
1518,2
1519,2
1520,6
1521,2
1522,7
1523,3
1524,5
1525,5
1526,7
1527,3
1528,6
1529,1
1530,1
1531,7
1532,1
1533,3
1534,4
1535,2
1536,8
1537,2
1538,5
1539,8
1540,4
1541,3
1542,8
1543,4
1544,8
1545,7
1546,7
1547,3
1548,5
1549,5
1550,3
1551,8
1552,4
1553,5
1554,7
1555,1
1556,7
1557,7
1558,2
1559,1
1560,5
1561,6
1562,7
1563,4
1564,3
1565,6
1566,1
1567,1
1568,8
1569,8
1570,5
1571,3
1572,2
1573,4
1574,6
1575,1
1576,6
1577,8
1578,8
1579,2
1580,8
1581,8
1582,2
1583,5
1584,2
1585,2
1586,3
1587,1
1588,3
1589,3
1590,3
1591,2
1592,2
1593,8
1594,6
1595,3
1596,1
1597,6
1598,6
1599,4
1600,6
1601,7
1602,8
1603,1
1604,5
1605,7
1606,5
1607,7
1608,6
1609,6
1610,8
1611,1
1612,6
1613,6
1614,7
1615,5
1616,6
1617,6
1618,3
1619,8
1620,7
1621,1
1622,2
1623,8
1624,4
1625,4
1626,7
1627,7
1628,8
1629,4
1630,7
1631,4
1632,6
1633,2
1634,3
1635,2
1636,4
1637,6
1638,2
1639,6
1640,7
1641,2
1642,3
1643,5
1644,7
1645,3
1646,1
1647,5
1648,6
1649,1
1650,4
1651,1
1652,7
1653,7
1654,3
1655,8
1656,7
1657,8
1658,7
1659,7
1660,2
1661,2
1662,6
1663,3
1664,3
1665,4
1666,8
1667,3
1668,2
1669,3
1670,1
1671,6
1672,8
1673,8
1674,6
1675,1
1676,4
1677,6
1678,2
1679,6
1680,2
1681,7
1682,1
1683,5
1684,4
1685,7
1686,5
1687,8
1688,1
1689,1
1690,2
1691,5
1692,7
1693,2
1694,1
1695,5
1696,6
1697,1
1698,6
1699,5
1700,4
1701,4
1702,7
1703,7
1704,2
1705,7
1706,3
1707,7
1708,5
1709,3
1710,6
1711,5
1712,6
1713,6
1714,4
1715,3
1716,3
1717,6
1718,8
1719,3
1720,3
1721,7
1722,1
1723,3
1724,3
1725,7
1726,7
1727,8
1728,6
1729,2
1730,4
1731,5
1732,7
1733,6
1734,5
1735,1
1736,2
1737,6
1738,2
1739,7
1740,8
1741,1
1742,8
1743,6
1744,3
1745,2
1746,2
1747,8
1748,6
1749,4
1750,2
1751,8
1752,1
1753,5
1754,4
1755,2
1756,8
1757,7
1758,8
1759,5
1760,2
1761,2
1762,6
1763,1
1764,8
1765,7
1766,1
1767,1
1768,2
1769,1
1770,1
1771,8
1772,4
1773,2
1774,7
1775,2
1776,4
1777,2
1778,1
1779,2
1780,2
1781,8
1782,1
1783,4
1784,8
1785,2
1786,3
1787,5
1788,8
1789,7
1790,8
1791,5
1792,5
1793,6
1794,8
1795,8
1796,5
1797,4
1798,3
1799,8
1800,8
1801,2
1802,5
1803,3
1804,4
1805,5
1806,4
1807,3
1808,5
1809,3
1810,2
1811,2
1812,8
1813,4
1814,4
1815,7
1816,4
1817,2
1818,2
1819,2
1820,5
1821,4
1822,7
1823,4
1824,2
1825,5
1826,4
1827,4
1828,6
1829,4
1830,2
1831,5
1832,3
1833,8
1834,5
1835,1
1836,8
1837,4
1838,6
1839,6
1840,5
1841,1
1842,4
1843,4
1844,4
1845,3
1846,1
1847,5
1848,7
1849,7
1850,1
1851,2
1852,4
1853,6
1854,1
1855,8
1856,4
1857,2
1858,6
1859,6
1860,3
1861,3
1862,6
1863,7
1864,1
1865,6
1866,4
1867,2
1868,6
1869,5
1870,2
1871,8
1872,8
1873,6
1874,4
1875,7
1876,2
1877,2
1878,1
1879,8
1880,7
1881,1
1882,5
1883,5
1884,2
1885,3
1886,5
1887,2
1888,6
1889,3
1890,8
1891,4
1892,1
1893,3
1894,4
1895,1
1896,2
1897,3
1898,1
1899,3
1900,2
1901,2
1902,4
1903,5
1904,4
1905,6
1906,8
1907,5
1908,6
1909,2
1910,8
1911,5
1912,3
1913,2
1914,4
1915,4
1916,2
1917,2
1918,8
1919,8
1920,4
1921,4
1922,3
1923,8
1924,2
1925,4
1926,3
1927,4
1928,2
1929,3
1930,6
1931,4
1932,2
1933,7
1934,3
1935,8
1936,1
1937,8
1938,6
1939,4
1940,5
1941,7
1942,2
1943,7
1944,5
1945,5
1946,2
1947,2
1948,3
1949,3
1950,5
1951,3
1952,5
1953,8
1954,3
1955,5
1956,7
1957,2
1958,2
1959,3
1960,3
1961,7
1962,1
1963,7
1964,6
1965,7
1966,8
1967,2
1968,2
1969,2
1970,8
1971,5
1972,6
1973,1
1974,7
1975,6
1976,2
1977,3
1978,2
1979,4
1980,1
1981,8
1982,8
1983,4
1984,2
1985,3
1986,3
1987,1
1988,7
1989,6
1990,3
1991,3
1992,7
1993,1
1994,5
1995,8
1996,1
1997,1
1998,8
1999,3
2000,8
2001,2
2002,2
2003,5
2004,6
2005,7
2006,1
2007,5
2008,4
2009,2
2010,7
2011,2
2012,7
2013,2
2014,7
2015,1
2016,3
2017,6
2018,2
2019,8
2020,4
2021,1
2022,6
2023,2
2024,1
2025,8
2026,1
2027,4
2028,1
2029,4
2030,6
2031,3
2032,4
2033,5
2034,6
2035,7
2036,2
2037,8
2038,8
2039,4
2040,5
2041,2
2042,5
2043,7
2044,4
2045,7
2046,8
2047,2
2048,6
2049,2
2050,3
2051,1
2052,5
2053,8
2054,3
2055,7
2056,6
2057,5
2058,2
2059,5
2060,6
2061,8
2062,5
2063,1
2064,7
2065,1
2066,4
2067,3
2068,7
2069,5
2070,3
2071,4
2072,5
2073,8
2074,2
2075,7
2076,5
2077,6
2078,3
2079,4
2080,7
2081,6
2082,8
2083,1
2084,1
2085,8
2086,5
2087,4
2088,6
2089,4
2090,8
2091,5
2092,1
2093,5
2094,3
2095,5
2096,4
2097,1
2098,4
2099,2
2100,7
2101,2
2102,4
2103,1
2104,3
2105,3
2106,3
2107,6
2108,4
2109,2
2110,4
2111,7
2112,7
2113,3
2114,3
2115,5
2116,7
2117,8
2118,2
2119,2
2120,8
2121,5
2122,6
2123,6
2124,6
2125,6
2126,1
2127,8
2128,2
2129,5
2130,7
2131,2
2132,4
2133,6
2134,3
2135,2
2136,3
2137,4
2138,1
2139,1
2140,8
2141,6
2142,4
2143,5
2144,1
2145,4
2146,2
2147,7
2148,7
2149,1
2150,4
2151,1
2152,3
2153,6
2154,2
2155,8
2156,4
2157,7
2158,7
2159,1
2160,3
2161,4
2162,2
2163,6
2164,2
2165,7
2166,8
2167,2
2168,4
2169,6
2170,6
2171,7
2172,8
2173,6
2174,8
2175,6
2176,5
2177,7
2178,3
2179,4
2180,1
2181,5
2182,6
2183,4
2184,6
2185,2
2186,4
2187,8
2188,8
2189,2
2190,2
2191,2
2192,6
2193,8
2194,4
2195,2
2196,1
2197,4
2198,7
2199,7
2200,5
2201,4
2202,5
2203,6
2204,8
2205,6
2206,2
2207,5
2208,5
2209,5
2210,8
2211,6
2212,1
2213,1
2214,6
2215,6
2216,5
2217,1
2218,2
2219,8
2220,5
2221,5
2222,2
2223,6
2224,6
2225,5
2226,8
2227,5
2228,5
2229,5
2230,5
2231,1
2232,6
2233,3
2234,8
2235,3
2236,6
2237,1
2238,5
2239,2
2240,7
2241,8
2242,7
2243,4
2244,5
2245,8
2246,8
2247,5
2248,7
2249,1
2250,5
2251,2
2252,8
2253,2
2254,1
2255,8
2256,5
2257,6
2258,1
2259,4
2260,3
2261,3
2262,8
2263,7
2264,6
2265,2
2266,3
2267,8
2268,4
2269,6
2270,2
2271,4
2272,8
2273,8
2274,6
2275,5
2276,4
2277,1
2278,4
2279,5
2280,4
2281,7
2282,6
2283,6
2284,4
2285,8
2286,3
2287,7
2288,7
2289,1
2290,1
2291,6
2292,1
2293,7
2294,6
2295,6
2296,5
2297,4
2298,6
2299,1
2300,7
2301,8
2302,3
2303,6
2304,7
2305,2
2306,6
2307,5
2308,1
2309,4
2310,4
2311,8
2312,4
2313,4
2314,6
2315,5
2316,5
2317,5
2318,8
2319,6
2320,2
2321,2
2322,7
2323,3
2324,2
2325,8
2326,6
2327,2
2328,8
2329,1
2330,2
2331,2
2332,7
2333,1
2334,4
2335,3
2336,8
2337,1
2338,2
2339,6
2340,8
2341,4
2342,8
2343,5
2344,6
2345,2
2346,4
2347,1
2348,2
2349,1
2350,3
2351,1
2352,7
2353,7
2354,7
2355,6
2356,6
2357,4
2358,1
2359,5
2360,5
2361,8
2362,5
2363,1
2364,8
2365,5
2366,4
2367,3
2368,3
2369,7
2370,6
2371,7
2372,1
2373,8
2374,5
2375,2
2376,3
2377,6
2378,8
2379,7
2380,5
2381,7
2382,6
2383,5
2384,3
2385,2
2386,5
2387,1
2388,7
2389,2
2390,6
2391,3
2392,6
2393,2
2394,2
2395,8
2396,8
2397,7
2398,6
2399,2
2400,8
2401,7
2402,8
2403,5
2404,1
2405,8
2406,1
2407,6
2408,4
2409,7
2410,6
2411,7
2412,4
2413,3
2414,8
2415,6
2416,7
2417,7
2418,7
2419,2
2420,4
2421,3
2422,3
2423,6
2424,5
2425,4
2426,2
2427,7
2428,7
2429,1
2430,6
2431,1
2432,3
2433,1
2434,5
2435,3
2436,7
2437,7
2438,5
2439,4
2440,8
2441,1
2442,2
2443,2
2444,4
2445,4
2446,3
2447,3
2448,8
2449,6
2450,3
2451,3
2452,1
2453,7
2454,6
2455,3
2456,2
2457,7
2458,8
2459,7
2460,8
2461,5
2462,7
2463,5
2464,3
2465,8
2466,7
2467,8
2468,6
2469,2
2470,1
2471,1
2472,4
2473,4
2474,3
2475,2
2476,5
2477,7
2478,7
2479,1
2480,2
2481,7
2482,8
2483,5
2484,3
2485,3
2486,2
2487,5
2488,8
2489,4
2490,3
2491,1
2492,7
2493,3
2494,7
2495,5
2496,2
2497,2
2498,2
2499,6
2500,4
2501,3
2502,5
2503,2
2504,2
2505,2
2506,7
2507,1
2508,5
2509,3
2510,5
2511,1
2512,8
2513,3
2514,5
2515,8
2516,4
2517,4
2518,2
2519,5
2520,3
2521,4
2522,8
2523,5
2524,5
2525,4
2526,7
2527,5
2528,8
2529,5
2530,7
2531,1
2532,8
2533,4
2534,8
2535,2
2536,3
2537,2
2538,2
2539,7
2540,5
2541,5
2542,3
2543,5
2544,6
2545,8
2546,7
2547,5
2548,3
2549,7
2550,7
2551,1
2552,8
2553,5
2554,8
2555,1
2556,6
2557,4
2558,6
2559,7
2560,7
2561,8
2562,3
2563,7
2564,4
2565,7
2566,8
2567,8
2568,4
2569,1
2570,2
2571,1
2572,5
2573,4
2574,6
2575,4
2576,1
2577,4
2578,1
2579,1
2580,7
2581,4
2582,8
2583,3
2584,1
2585,5
2586,8
2587,7
2588,6
2589,1
2590,2
2591,7
2592,2
2593,6
2594,7
2595,7
2596,7
2597,5
2598,3
2599,4
2600,3
2601,4
2602,5
2603,6
2604,6
2605,6
2606,5
2607,7
2608,4
2609,6
2610,4
2611,2
2612,8
2613,3
2614,3
2615,1
2616,7
2617,7
2618,6
2619,1
2620,6
2621,7
2622,7
2623,4
2624,8
2625,8
2626,1
2627,8
2628,8
2629,6
2630,6
2631,1
2632,5
2633,4
2634,3
2635,8
2636,2
2637,4
2638,6
2639,3
2640,7
2641,3
2642,3
2643,4
2644,4
2645,5
2646,7
2647,6
2648,7
2649,3
2650,6
2651,5
2652,6
2653,4
2654,1
2655,8
2656,2
2657,4
2658,7
2659,7
2660,7
2661,7
2662,2
2663,1
2664,4
2665,6
2666,4
2667,1
2668,6
2669,7
2670,5
2671,4
2672,4
2673,4
2674,4
2675,8
2676,3
2677,2
2678,6
2679,8
2680,6
2681,5
2682,4
2683,3
2684,7
2685,2
2686,7
2687,8
2688,8
2689,7
2690,3
2691,6
2692,8
2693,5
2694,6
2695,6
2696,3
2697,8
2698,3
2699,6
2700,3
2701,5
2702,2
2703,3
2704,5
2705,4
2706,6
2707,3
2708,2
2709,8
2710,8
2711,7
2712,3
2713,5
2714,1
2715,1
2716,2
2717,8
2718,3
2719,2
2720,1
2721,4
2722,7
2723,8
2724,6
2725,3
2726,6
2727,3
2728,4
2729,7
2730,5
2731,2
2732,2
2733,5
2734,3
2735,8
2736,7
2737,7
2738,3
2739,3
2740,7
2741,8
2742,8
2743,7
2744,6
2745,4
2746,4
2747,4
2748,4
2749,5
2750,1
2751,1
2752,6
2753,2
2754,2
2755,2
2756,2
2757,5
2758,3
2759,3
2760,5
2761,1
2762,1
2763,3
2764,2
2765,8
2766,8
2767,7
2768,6
2769,3
2770,2
2771,7
2772,1
2773,4
2774,3
2775,2
2776,3
2777,8
2778,2
2779,5
2780,7
2781,7
2782,3
2783,5
2784,8
2785,7
2786,2
2787,6
2788,4
2789,6
2790,3
2791,6
2792,7
2793,2
2794,2
2795,7
2796,3
2797,7
2798,7
2799,1
2800,3
2801,8
2802,1
2803,6
2804,8
2805,6
2806,1
2807,2
2808,8
2809,5
2810,7
2811,3
2812,5
2813,8
2814,6
2815,3
2816,2
2817,5
2818,6
2819,3
2820,7
2821,5
2822,2
2823,2
2824,2
2825,2
2826,1
2827,3
2828,5
2829,4
2830,6
2831,4
2832,1
2833,8
2834,8
2835,4
2836,5
2837,3
2838,6
2839,1
2840,4
2841,1
2842,8
2843,7
2844,2
2845,6
2846,5
2847,5
2848,7
2849,2
2850,6
2851,1
2852,5
2853,4
2854,7
2855,7
2856,5
2857,4
2858,6
2859,8
2860,4
2861,5
2862,3
2863,1
2864,2
2865,3
2866,3
2867,1
2868,5
2869,2
2870,1
2871,1
2872,2
2873,2
2874,6
2875,5
2876,2
2877,1
2878,7
2879,2
2880,3
2881,3
2882,8
2883,2
2884,3
2885,3
2886,5
2887,3
2888,3
2889,8
2890,2
2891,4
2892,7
2893,1
2894,7
2895,8
2896,6
2897,1
2898,3
2899,4
2900,6
2901,7
2902,6
2903,1
2904,5
2905,1
2906,3
2907,8
2908,8
2909,5
2910,5
2911,6
2912,5
2913,5
2914,7
2915,2
2916,6
2917,1
2918,4
2919,2
2920,6
2921,3
2922,8
2923,8
2924,6
2925,2
2926,1
2927,8
2928,2
2929,8
2930,4
2931,2
2932,5
2933,3
2934,3
2935,4
2936,8
2937,1
2938,1
2939,8
2940,5
2941,1
2942,8
2943,6
2944,8
2945,8
2946,4
2947,3
2948,5
2949,7
2950,3
2951,7
2952,2
2953,1
2954,1
2955,2
2956,4
2957,7
2958,7
2959,8
2960,7
2961,2
2962,5
2963,2
2964,7
2965,3
2966,7
2967,7
2968,8
2969,6
2970,5
2971,8
2972,5
2973,6
2974,7
2975,5
2976,7
2977,2
2978,4
2979,5
2980,8
2981,5
2982,6
2983,1
2984,5
2985,3
2986,8
2987,3
2988,7
2989,8
2990,1
2991,6
2992,3
2993,8
2994,4
2995,5
2996,8
